news_id,category,subcategory,title,abstract
N55663,autos,autosnews,2020 Land Rover Defender Leaks on Set of James Bond Film,
N53095,travel,traveltripideas,The Most Beautiful Natural Wonder in Every State,"While humans have built some impressive, gravity-defying, and awe-inspiring marvels   here are the most photographed structures in the world   the natural world may have us beat."
N30886,sports,football_nfl,Bengals' A.J. Green hopes to make Week 10 return,The wide receivers hopes to get back on the field after the Bengals' Week 9 bye.
N47699,news,newsworld,PHOTOS: Relatives grieve at site of Mexican ambush of Mormon family,Relatives mourn after gunmen killed nine women and children in the bloodiest attack on Americans in Mexico in years.
N31637,lifestyle,lifestylepetsanimals,50 stunning wildlife photos that will make you see animals in a whole new light,Nature photography competitions collect the best photos of animals from around the world. Here's a selection of photos from five different contests.
N30816,autos,autossuvs,2021 Ford Bronco: What We Know So Far,"Ford's rugged SUV will make its triumphant return next year, and we have plenty of information about it."
N44067,lifestyle,shop-holidays,Shop 40 Creative Gifts for Mom on Amazon,"Shop these self-care friendly finds, plus info on how to hide your tracks after you browse."
N18908,entertainment,entertainment-books,A Newly Translated Novel Charts the Dizzying Transformation of an Independent Oman,Jokha Alharthi's 'Celestial Bodies' is the first novel originally written in Arabic to win the Man Booker International Prize
N64215,sports,basketball_ncaa,Football: Tracking where North Jersey's best players will be going to college,Many seniors in Bergen and Passaic counties are announcing their college destinations. We'll keep track of those commitments right here.
N56359,sports,basketball_nba,LeBron James undermines values with comments on Daryl Morey and China,LeBron James' Monday news conference played right into the hands of Chinese government propaganda and undermined the values he has publicly espoused.
N39032,news,newsscienceandtechnology,"Photo battle between an iPhone 11 Pro and a $7,500 DSLR might surprise you","It's no secret that Apple over the past few years has devoted an ever-increasing amount of R&D towards improving the camera technologies it packs into the iPhone. And speaking to the scale of Apple's work and ambition, the company a few years ago revealed that it has well over 800 engineers who are solely tasked with working on and improving the iPhone camera. While not every iPhone upgrade results in a huge jump in camera performance, Apple's..."
N38336,health,weightloss,This Guy Lost 35 Pounds and Got Ripped Thanks to a Simplified Diet,"Even with a vegetarian diet, William Underwood was eating too much for someone with a desk job. He started lifting weights and running, losing 35 pounds along the way."
N21744,finance,finance-retirement,7 Ways to Reduce Debt to Have More Money for Retirement,Pay up what you owe now to enjoy your golden years later.
N6288,news,newsbusiness,Gov. Northam launches 'Opportunity Virginia',"Virginia's Governor Ralph Northam announced on Tuesday the official launch of Opportunity Virginia. Opportunity Virginia's mission is to encourage and enable investments with positive impacts in communities by ensuring fair and equitable access to resources and facilitating productive connections between investors, project sponsors, and communities throughout the Commonwealth. The governor said it is an initiative designed to leverage the..."
N18929,sports,football_nfl_videos,Jaguars vs. Bengals highlights | Week 7,See the highlights from the Week 7 matchup between the Jacksonville Jaguars and the Cincinnati Bengals.
N46858,travel,travel-videos,Bumpy Ride! How to Avoid Getting the Middle Seat on a Plane,There are a few ways to avoid the dreaded middle seat. Buzz60's Sean Dowling has more.
N53570,health,wellness,Study finds 4 main personality types   which one are you?,People love taking personality tests to learn more about themselves but until recently experts believed types didn't exist. A new study discovered four types.
N49907,news,newscrime,Caught on camera: Wrecker leads deputies on wild chase,A wild chase with a wrecker was caught on camera in northeast Harris County overnight. This started around 2:30 a.m. Thursday in Woodland Heights in north Houston and ended in the 11400 block of the Eastex Freeway at a Chevron gas station where the driver surrendered to deputies. Harris County Precinct 1 Constable's Office says it all started when a deputy constable responded to a call of a suspicious vehicle at Northwood and Euclid in Woodland...
N33853,sports,football_ncaa,"Oklahoma shows why this might be season it can knock off Alabama, Clemson to win title",
N46454,sports,basketball_nba,Westbrook doesn't have to say anything about playing Thunder,Russell Westbrook steps on the floor Monday night for his first meeting with his former team.
N30766,news,newsus,"'Brunch bills' enjoy wide support around Atlanta in Election Day voting, but fail in one city","The people of metro Atlanta have spoken, and they have spoken (nearly) in unison: They want boozy brunches. There was, however, at least one exception. Out of 17 communities where 11Alive tracked results from Tuesday's voting, at least 15 were..."
N30891,lifestyle,lifestyleparenting,21 Old-Fashioned Manners Kids Are No Longer Taught,"Against all odds, we can likely expect a future devoid of phrases like ""please"" and ""thank you."" These are the old-fashioned manners no longer being taught."
N48304,entertainment,celebrity,"Week in celebrity photos for Oct. 7-11, 2019","Week in celebrity photos for Oct. 7-11, 2019"
N46397,news,newsus,American Airlines flight attendants arrested at Miami airport; Found with $22K in cash,"One of them said he was carrying $100 before changing his statement to reveal he had $9,000 when he was questioned further, outlets reported."
N4681,movies,movies-gallery,The Best 'Scream Queens' Of Horror Ever,These actresses are known for their iconic roles in some of the best scary movies of all time.
N41648,sports,football_ncaa,3 takeaways from Oklahoma's win over Texas in Red River Showdown,The Sooners used a strong defensive performance and a career day from CeeDee Lamb to remain undefeated.
N23198,tv,tvnews,Eddie Murphy Shares Why He's Finally Hosting 'Saturday Night Live' (Exclusive),The comedy legend also spills details on the 'Coming to America' sequel!
N1398,news,newsus,Iowa woman killed by explosion at gender reveal party,"An Iowa woman was killed by debris from an explosion at a gender reveal party on Saturday, police said."
N62982,sports,baseball_mlb,Washington Nationals Pitcher Joins Long Line of Champion Athletes Turning Down White House Visit,"At the end of the day, as much as I wanted to be there with my teammates and share that experience with my teammates, I can't do it. I just can't do it, Nats closer Sean Doolittle told The Washington Post."
N28406,health,weightloss,'I would always crave my next meal': 360LB woman who used to eat until she couldn't BREATHE looks almost unrecognizable after overhauling her diet and losing nearly 200LBS,Adrianna Stye went from 363 pounds to 170 pounds after struggling with her unhealthy diet all her life.
N29569,sports,racing,"Power Rankings: Round of 8 opens with a bang, Texas on tap",NASCAR.com's Pat DeCola ranks the eight remaining NASCAR Playoffs drivers after the race at Martinsville Speedway and ahead of the race at Texas.
N24416,news,newsscienceandtechnology,Google to fix 'bug' that uploads free full-quality iPhone pics to Photos,"Google is about to patch a quirk in Photos that effectively gives iPhone users a free ride. The company told Android Police in a statement that it's planning to fix a Google Photos ""bug"" that stores iOS photos in their original quality without counting toward Google Drive usage, eliminating the need to pay for more storage when your free 15GB invariably runs out. As the HEIC file format Apple uses to save photos is more efficient than Google's..."
N62092,entertainment,gaming,"Marvel's Avengers game release date, news, trailers and first impressions","After two years of secrecy, we've finally seen what Square Enix and Crystal Dynamics have been working on."
N45715,lifestyle,lifestylehomeandgarden,"These Are the Hottest Paint Colors Right Now, According to Google","Beyond avoiding lead paint at all costs, and figuring out what is chalk paint, picking paint colors is relatively straight-forward, though it does take a good bit of research. You can always go to your local paint or hardware store to ask for a little guidance, or you can take the easiest route and turn to Google, like many, many other people do."
N21185,lifestyle,shop-holidays,Walmart says these will be the 48 toys every kid wants this holiday season,"From interactive toys to recreational vehicles, here are the products that are going to be topping kids' wish lists this year."
N14028,travel,traveltripideas,13 Famous Movie Landmarks You Can See in L.A.,
N28552,finance,financenews,Solidarity pays dividends in GM settlement,UAQ members wins in a trike that was not a diversion after all
N13843,news,newsweather,4.5 Magnitude Earthquake Rocks Near Pleasant Hill,"A pair of earthquakes, measuring 2.5 and 4.5 magnitude respectively, struck just south of Pleasant Hill on Monday evening, rocking the East Bay, authorities said."
N25873,sports,baseball_mlb,Nationals rode their rotation to World Series title,"Patrick Corbin, Anibal Sanchez, Max Scherzer, and Stephen Strasburg accounted for 107 2/3 innings in the postseason."
N16521,sports,basketball_ncaa,Couch: Getting 'exposed' at the Champions Classic is part of MSU's Final Four process,"Tom Izzo hates losing in the Champions Classic, but history shows it has little bearing on the season ahead, March especially"
N16029,autos,autosnews,Genesis EV Crossover Test Mule Spied Wearing Kia's Clothes,"If it's not a test mule, then this crazy Niro needs a Rocket Bunny makeover stat."
N61456,health,health-news,Alzhemier's risk may be 75% higher for people who eat trans fats,"The trans fats still hidden in many foods increased the risk of Alzheimer's and other types of dementia by up to 75%, according to a long-term study."
N32593,autos,autosenthusiasts,Mercedes-AMG unveils most powerful four-cylinder engine ever,"Mercedes confirms 415bhp power output for hot A-Class, CLA and GLA, and we've got all the details of the new M139 unit"
N27013,movies,movies-gallery,15 Movie Remakes That Totally Flopped,"For every Beauty and the Beast and Ocean's Eleven, there are countless other bad movie remakes that got roasted by critics and viewers alike."
N8753,finance,finance-real-estate,That super low mortgage rate? It could be even lower,The gap between Treasury yields and mortgage rates is higher than it has been in years as borrowers' appetite outpaces availability and as investors demand higher returns on mortgage-backed securities.
N34930,health,nutrition,9 Vegetables You Shouldn't Eat Raw,Are raw foods healthier than cooked foods?
N11348,foodanddrink,restaurantsandnews,Customers Are Trolling Papa John's Over Their Jack-O'-Lantern Pizzas,This is truly scary.
N19312,sports,baseball_mlb,MLB playoffs: Nationals' Howie Kendrick keeps playing postseason hero,Washington's veteran infielder has come through with some of the biggest hits in the team's thrilling postseason run.
N14641,movies,movievideo,Trailer - Queen & Slim,Official Trailer
N5003,news,newscrime,"Teens tried as adults after 6-foot log pushed off a cliff, killing woman at Ohio state park","Victoria Schafer was killed near Old Man's Cave in Hocking Hills State Park on Labor Day. Both suspects are being held at $100,000 bond."
N2193,news,newsopinion,Newt Gingrich: Pelosi announces Trump impeachment inquiry vote   Here's what I am on the lookout for now,The next political test for Speaker Pelosi and House Democrats will concern the kind of impeachment inquiry resolution they bring to the floor.
N15976,sports,soccer,"Alex Morgan is pregnant, due 3 months before Tokyo Olympics","Alex Morgan, a star at the last two Olympics, is pregnant with her first child."
N11350,finance,finance-savemoney,15 Things to Consider Before Cutting the Cord,"Cord-cutting is becoming more and more popular, but is it right for you?"
N21491,weather,weathertopstories,How climate change primed California's power shutdown,"Dry seasons are intensifying, increasing fire risk. A power utility is hedging against fires by cutting off electricity to more than half a million."
N44436,sports,mma,Watch Jonas Bilharinho's spectacular flying-knee knockout at Future FC 9,Former Jose Aldo sparring partner Jonas Bilharinho returned from a three-year hiatus with a stunning flying-knee KO at Future FC 9.
N14505,sports,football_nfl,"Broncos Insider: Brandon Allen, the next Case Keenum? A look at the QB's scouting reports from 2016 NFL draft.","After a herniated disk ruled out Joe Flacco from playing in Sunday's game against the Browns, the Broncos have turned to backup quarterback Brandon Allen to lead them into battle. Let the Brandon Allen era begin."
N37766,travel,traveltripideas,From Grand Gothic Cathedrals to Gorgeous Neoclassical Chapels: The 10 Best Churches in Paris,Experience the city's history through its most stunning buildings.
N46950,lifestyle,lifestylebuzz,30 Blonde Hair Colors for Fall to Take Straight to Your Stylist,"Say goodbye to bright blondes strands of summer and hello to slightly darker, more natural blonde hues. Whether you want to go darker or keep it light, here are thirty fall hair colors for blondes to rock this fall."
N17423,sports,football_nfl,Kyle Shanahan gave dad Mike game ball after win over Washington,"Following the game, the younger Shanahan trolled the Skins in epic fashion. The Shanahans were fired by Washington following the 2013 season."
N18936,news,newscrime,"In 1966, a Wisconsin secretary was stabbed more than 100 times. Her murder has never been solved","Nineteen-year-old Diane Olkwitz was savagely attacked at the end of her workday. More than 50 years later, family members are still seeking answers."
N7234,lifestyle,lifestylefamilyandrelationships,27 ways having grandchildren changes your life,"[node:summary] Here are 27 ways, for better and for worse, that your life will change when you have grandchildren."
N28111,health,weightloss,Why Lifting Weights Is Better Than Cardio for Weight Loss After 60,"The more muscle mass you have, the more calories you'll burn."
N1459,sports,football_nfl,Raiders at the bye: What have we learned?,"Jon Gruden was careful not to draw grand conclusions from the Raiders' 3-2 start, which has them one win from their 2018 total. ""We're building our team, that's all I'm going to say,"" Oakland's head coach said Tuesday, two days after a win over the Bears in London. ""We're not making any other statements other than that. We like the progress."" The Raiders have had early success despite some stunning roster developments. But the next month is..."
N31444,health,voices,"For 6 Years, Doctors Kept Telling Me I Had PMS but It Turned Out to Be Brain Cancer","Karissa Ostheimer, 34, regularly experienced brief yet terrifying episodes that left her frozen and unable to speak. But only when she had one behind the wheel and crashed her car did doctors consider they could be related to something far more serious than her period."
N60392,sports,football_nfl,"Arthur Blank will take next couple of weeks to evaluate ""everything""",Falcons coach Dan Quinn's job appears safe. For now. A league source indicated earlier that the current expectation is the Falcons will wait until the end of this season before making a coaching change. Owner Arthur Blank appeared to confirm that to reporters after Sunday's 27-20 loss to the Seahawks.
N63577,lifestyle,lifestylehomeandgarden,50 Things You Should Know About Your Home,Read up about handy home maintenance tips.
N41860,lifestyle,shop-apparel,The Best Fall Fashion Trends Available in Sizes 14+,Experts weigh in on the top trends you need to know about plus-size fall fashion and how to shop them now.
N7941,movies,movievideo,Trailer - Like a Boss,Trailer 1
N26632,travel,travelnews,Disney apologizes to guests after Skyliner 'nightmare;' no indication on reopening,"Walt Disney World has yet to set a reopening date for its new aerial cable car system, the Skyliner, after it stranded passengers for hours"
N16384,foodanddrink,restaurantsandnews,"This fast food chain has the best fries, according to customers","We asked our readers who has the best fries in all of fast food, and Five Guys' fries snatched the potato cake right from McDonald's greasy grasp."
N4972,news,newsus,"NYC Council Subcommittee Votes To Close Rikers Island, Open Borough-Based Jails","Rikers Island is another step closer to being closed. On Wednesday, a city council subcommittee voted 5-1 to close Rikers and open four smaller borough-based jails."
N54786,sports,football_nfl,Week 7 Post Game Wrap,Colts win! 4-2 and 1st in the AFC South!
N4209,health,nutrition,6 Signs You're Not Getting Enough Potassium,"Potassium is a crucial electrolyte that helps your muscles, but if your levels are too low, you could be in trouble. If you match many of these signs, you might want to ask your doctor about a potassium deficiency. Better safe than sorry! The post 6 Signs You're Not Getting Enough Potassium appeared first on The Healthy."
N57899,health,wellness,These are the unhealthiest zip codes in Dallas County,A new report from the Parkland Health and Hospital System has revealed some stark facts about how your quality of health is tied to where you live. The report found that African Americans who live in the southern part of Dallas are the most likely people in the county to be unhealthy. It also found that group of people has the least access to care. The above graphic shows a map of the different zip codes in the county with each's overall health...
N8370,lifestyle,shop-home-goods,Target Is Selling so Much Halloween Decor - Headed There Now!,"If you're someone already thinking about shopping for Halloween decor at Target, you'll be happy to know that its popular ""Hyde and Eek"" collection is here!"
N51077,sports,football_nfl,Drew Brees injury update: Saints QB (thumb) 'plans' to play vs. Cardinals,"Brees has missed the last five games after having surgery on his thumb, but is optimistic he will be back in Week 8."
N7645,lifestyle,lifestyledidyouknow,25 Optical Illusions That Will Make Your Brain Hurt,"From spinning circles to disappearing dots, these insane optical illusions aren't what they appear to be. Are you ready to have your mind blown? The post 25 Optical Illusions That Will Make Your Brain Hurt appeared first on Reader's Digest."
N41357,autos,autosenthusiasts,This Is What It's Like To Drive A Mercedes S600 With An F1 Exhaust,
N17621,news,newsus,Runaway 14-Year-Old Found In Cornfield Near Pennock,"After two hours of searching, the boy was found on the northwest edge of the cornfield."
N19495,lifestyle,lifestyleroyals,Prince Harry Has the Sweetest Response When Young Student Calls Him Handsome During Japan Trip,Prince Harry Has Sweet Response When Student Calls Him Handsome
N26584,news,newsfactcheck,Fact-checking Trump's spin about the 'great' outcome in Syria,The president glossed over uncomfortable facts and pitched fake ones as he declared victory in Syria
N61119,weather,weathertopstories,"4Warn Forecast: Showers moving out, chilly for the Cardinals game tonight!",This Afternoon: 40s. Rain moving east and ending early. Breezy and chilly. The temperature will hover in the upper mid-40s. Wind: WNW 15-25 mph This Evening: Low 40s. Clearing skies and chilly! Wind: W 8-12 mph Tonight: 38. Clear skies. Near freezing in outlying areas. There should be enough wind in most areas to prevent frost. Wind: W 5-8 mph Saturday: 62. Sunny. Normal high is 70. Wind: SW 10-15 mph Sunday: Low 45/High 67. A chilly start then...
N33570,news,newsscienceandtechnology,"Moto G8 release date, price, news and leaks","This is what we know about, and what we want to see, in the Moto G8 range of budget smartphones."
N21112,sports,more_sports,"Back to Excited Episode 78: Coaching Changes, Why Matthews & Marner don't work","After a dispiriting loss against Montreal, we take stock of the team"
N57552,news,newsworld,"Erdogan: Turkey arrested slain ISIS leader Baghdadi's wife, other relatives","Turkey's president on Wednesday announced the country's forces had captured multiple relatives of slain ISIS leader Abu Bakr al-Baghdadi, including one of the terrorist's wives -- but he also used the occasion to needle the United States for making ""a fuss"" about the mission that resulted in the most-wanted militant's death."
N476,lifestyle,lifestylepetsanimals,"27 ""Facts"" About Animals You Have All Wrong","Spoiler alert: you may never order grilled octopus again. The post 27 ""Facts"" About Animals You Have All Wrong appeared first on Reader's Digest."
N10935,foodanddrink,recipes,Pizza Hut Is Testing Out Round Pizza Boxes That Can Keep Your Pizza Safer (And Hotter!) During Delivery,Why are they square again?
N53879,news,newsus,U.S. Supreme Court divided over Kansas immigrant identity theft case,U.S. Supreme Court divided over Kansas immigrant identity theft case
N22505,sports,football_nfl,Cleveland Browns vs. New England Patriots: Week 8 TV Listings,How can you watch the Browns vs. Patriots game on television this week?
N23088,video,viral,Demolition car tow becomes complete comedy show,"Luckily, nobody was hurt and no harm was done in this mishap that turned into a complete comedy show. Even the two young men trying to get this car down the road to a demolition derby could see the humor, and the embarrassment in the ordeal!"
N48422,sports,football_ncaa,Why Spiller was critical recruit to help start Clemson dynasty,"Before Clemson became a football dynasty, it was the recruitment of C.J. Spiller that was critical to getting the program competitive with the elite."
N5249,sports,football_nfl,Falcons reportedly will not fire Dan Quinn during bye week,The Atlanta Falcons owner Arthur Blank decided to keep Dan Quinn for at least one more week despite their multitude of issues.
N4435,finance,financenews,"Study: Phoenix area fares better than other metros when it comes to traffic congestion, but will that continue?",A recently released traffic report shows that the Phoenix area's traffic congestion isn't nearly as bad as other large metropolitan areas .
N62427,foodanddrink,restaurantsandnews,These are the best doughnut shops in all 50 states,"Using an algorithm based on customer reviews, Yelp has picked out the best doughnut shop in every US state for 2019."
N7004,lifestyle,lifestyleroyals,"Meghan and Harry to take 'family time' off, says royal source","The Duke and Duchess of Sussex will take a break from royal duties towards the end of the year, dividing their time between the US and the UK."
N10280,health,weightloss,Vicki Gunvalson Just Raved About Her Daughter's 112-Pound Weight Loss On The Keto Diet,Real Housewives of Orange County star Vicki Gunvalson opened up about her daughter Briana Culberson's weight loss on the keto diet.
N5195,lifestyle,lifestylemindandsoul,The Thanksgiving Gratitude Game: An A to Z Guide to Giving Thanks,
N40032,sports,football_nfl,"NFL Rumors: Here's Where Tom Brady's Trainer, Alex Guerrero, Is Moving To",When both Alex Guerrero and Tom Brady put their homes on the market it turned more than just a few heads. For a while now there have been rumors about
N45225,foodanddrink,foodnews,Guy Fieri Knows How to Laugh At Himself. That's Why He Has Instagram's Best Meme Account.,The Mayor of Flavortown explains how he curates his internet presence with only a little clip art knowledge.
N34048,lifestyle,lifestylecareer,17 Outdated Office Etiquette Rules That Are So Laughable Today,"While they may have once been standard practice, these office etiquette rules are woefully outdated today. Find out which ones are meant to be broken."
N18005,health,medical,40 Health Symptoms You Should Never Ignore,"Don't ignore the simple signals that something is wrong very, very wrong."
N46596,sports,more_sports,TV sports listing for Des Moines and Iowa,What channel are the Hawkeyes and Cyclones on?
N35791,health,weightloss,"Ways to Lose Weight: 36 Fast, Easy Tips","If you're trying to drop a few pounds fast, these expert tips will make it easy for you to lose the weight quickly."
N14335,sports,football_ncaa,18 people ejected from UM vs Notre Dame game,"ANN ARBOR, MI -- Two people were arrested and 18 people were ejected during the University of Michigan football game against Notre Dame."
N54843,news,newsus,Gretchen Carlson wants to speak freely about Fox News tenure,"When Gretchen Carlson heard that NBC News was considering letting people out of their non-disclosure agreements involving alleged sexual misconduct at the network, she couldn't help but think of the NDA she signed with Fox News before her departure three years ago."
N57119,lifestyle,lifestylebuzz,Service Dogs Trained in Prison Finally Go Home With the Veterans Who Need Them,Puppies Behind Bars trains prison inmates to raise service dogs for wounded war veteran and first responders.
N34322,health,nutrition,Here's What Meghan Markle Eats in a Day,Find out what the Duchess of Sussex eats in a day to stay fit and energized to accomplish her royal duties.
N7895,lifestyle,lifestylebuzz,Amazon Is Having Black Friday-Level Deals Right Now,Adding to cart as we speak.
N8263,news,newsus,Massive fire in Commerce reportedly sparked by pile of railroad tires,
N32502,news,newsus,"Budget apartments for rent in Mount Vernon Square, Washington","Housing costs too high? Apartment hunting can be hard, but there are deals to be had. So what does the low-end rental price in Mount Vernon Square look like these days?"
N10270,autos,autossports,What Do Old-School Mustang Guys Think of the Kia Stinger?,"We wondered, so we put the Original Venice Crew in our long-term Stinger GT."
N5978,finance,markets,"Eric Tse, 24, just became a billionaire overnight",A 24-year-old business school graduate has just become an overnight billionaire.
N42660,foodanddrink,tipsandtricks,9 Mistakes You're Making When Freezing Your Food,Let's stop pretending freezer burn is fine.
N21136,tv,tv-celebrity,Andy Cohen Says He Doesn't Feel Guilty About Joe and Teresa Giudice's Legal Fate After RHONJ,Andy Cohen Doesn't Feel Guilt About Joe and Teresa Giudice
N15424,health,wellness,How Long Does the Flu Shot Last? Here's What Experts Say,Are you still covered from last year?
N33800,sports,football_nfl,Seahawks have most WR heavy roster in the NFL,
N91,autos,autosnews,"Lamborghini Urus Spied Lapping 'Ring, Might Be Hotter Model",The only difference between this vehicle and the existing Urus might be at the back.
N62758,autos,autossports,2020 Chevrolet Corvette Z51 Caught In The Wild,It looks fantastic in this color scheme.
N38014,finance,finance-companies,General Motors on track to lose nearly $3 billion from strike,"Labor action will slice automaker's profits for the year, though latest earnings top analyst forecasts"
N26401,weather,weathertopstories,Powerful nor'easter brings heavy rain to New York area,
N62582,foodanddrink,foodnews,These 5 Classic French Foods Were Created by Mistake,"When I looked more deeply into France's gastronomic history, I found that some of the most beloved recipes were born from mistakes."
N11258,lifestyle,lifestylepets,Rare polka-dotted zebra foal photographed in Kenya,"The eye-catching animal, seen in Kenya's Masai Mara National Reserve, likely has a genetic mutation called pseudomelanism."
N37756,news,newsus,"Connecticut has 6 of the 100 worst traffic bottlenecks in the country. Here's where they are, and how Gov. Ned Lamont would fix them.","Although small in land mass, Connecticut has six of the 100 worst traffic bottlenecks in the entire country, according to a new national study. And targeting those choke points will be a key component to a revised transportation plan that Gov. Ned Lamont is preparing to release. ""There are certain select choke points where you can just liberate the traffic if you take care of them,"" Lamont ..."
N29960,sports,football_nfl,Colts fan and Stampede Blue community weekly Q&A   Week 7,
N15416,sports,baseball_mlb,'Embrace it': Stephen Strasburg's legendary postseason hits its apex with gritty Game 2 win,Washington's starter shrugged off a first-inning homer to battle back and hold the Astros to two runs in six innings in Game 2.
N520,health,weightloss,Woman who ate McDonald's EVERY DAY before dinner sheds 154lbs with the help of a gastric band after deciding she didn't want to be a 'shell of a mother' anymore,A Michigan mother who ate McDonald's every day has lost 154 lbs. and dropped an impressive 10 dress sizes after giving up fast food and sugary drinks.
N9648,sports,baseball_mlb,The Nats are the biggest World Series underdogs in over 10 years,"Caesars Sportsbook opened with the Astros as -235 favorites to beat the Nationals in the best-of-seven series. The Nats are listed as +195 underdogs. (For favored teams like the Astros, the negative odds indicate how much you'd need to bet to win $100. So in order to win $100, you'd need to bet $235. For underdog teams like the Nationals, the positive odds indicate the amount of money you'd win if you bet $100. So a $100 bet on the Nationals..."
N27503,news,newscrime,A Florida man was punched in the face while wearing a Donald Trump costume: report,"A Florida man dressed up as Donald Trump was punched in the face while waiting in line for a haunted house on Saturday, NBC reported. According to NBC, the man was standing in line with his wife and stepdaughter when a young girl approached him and punched him in the jaw. She then laughed and ran back to her group in line. The victim approached the girl to ask her why she hit him while he was having a good time with his family, NBC reported...."
N61433,sports,basketball_nba,"Cavaliers coach Beilein grabs 1st NBA win, doused in celebratory water bottle shower",
N17055,movies,movievideo,Trailer - Can You Keep a Secret?,Official Trailer
N55526,entertainment,celebrity,36 Celebs You Won't Recognize from Their Yearbook Photos,"See what Meryl Streep, Emma Stone and others looked like in their yearbook photos"
N3908,music,music-celebrity,"Renowned DJ Zedd ""Permanently Banned"" From China for Liking a 'South Park' Tweet",The Comedy Central cartoon has been banned by the Chinese government for its recent criticisms.
N32247,sports,golf,'Smiling Cinderella' Shibuno returns to LPGA at Swinging Skirts,"If you miss seeing Hinako ""The Smiling Cinderella"" Shibuno take on the world's best on the LPGA tour, this is your week. She returns to action at the Taiwan Swinging Skirts on a sponsor's exemption."
N38528,finance,markets,Countries that bought other countries,"President Trump's recent attempt to snap up Greenland may seem ridiculous, but many countries, particularly the US, have purchased sovereign territory over the years. Althought the practice of nations buying up land has waned since the latter half of 20th century due to a number of factors, including the growing recognition of principles such as self-determination. Looking back over history, here are 30 instances when nations bought sovereign land."
N27289,lifestyle,voices,Why I'm Done Celebrating The Accomplishments Of Couples,"What is real? How do you define real? - Morpheus, The Matrix, 1999 I've had the ""summer of six weddings."" The ""spring of seven baby showers."" The ""year with nine bachelorette weekends""   not parties, but whole weekends for some reason. And while I could tell tales of the financial strain imposed when a single person celebrates other people for their entire adulthood   and I do serve that tea boiling   instead I want to talk about feelings...."
N44396,finance,markets,Parking space sells for almost $1 million,"Businessman Johnny Cheung has reportedly sold a 135-square-foot parking space in Hong Kong for a whopping $969,000 to an as-yet-undentified buyer."
N3325,news,newsus,"The Greatest, Fakest World Record",History's best marathoner has broken a mythical time barrier. But it doesn't count as a world record.
N19297,movies,movies-gallery,"The 50 worst Netflix original movies, ranked according to critics",The streaming service has released over 200 original movies since 2015. Here are the worst 50 original movies based on their Rotten Tomatoes scores.
N52508,foodanddrink,newstrends,14 Recent Restaurant and Bar Openings in Metro Detroit,Tracking all the new dining and drinking options across Southeast Michigan
N60065,tv,tv-gallery,These 25 New and Returning TV Shows Coming to Netflix in October Look Scary Good,"Whether you want to get in as many scares in as possible in October or you would really rather avoid any creepiness at all, Netflix has got your back."
N217,video,news,Giuliani role in Trump Ukraine scheme develops new twists,"Rachel Maddow reports on the latest developments in the criminal investigations into Donald Trump's associates in his Ukraine scheme, and the latest details in testimony to the Trump impeachment inquiry."
N14639,lifestyle,lifestylehomeandgarden,7 Ways to Prepare Your Lawn for the Fall,Learn the best ways to prep your lawn for fall.
N2329,finance,finance-savemoney,30 everyday products that cost so much more in the 1980s,"Let's take a trip back to the 1984 holiday season. Ronald Reagan was in the White House, Madonna was killing it in the charts, Dynasty was the top-rated TV show, and an insane amount of consumer goods were a whole lot more expensive than they are today. Using the Sears Christmas Wish Book as a guide, we reveal exactly how much a range of products cost back then when adjusted for inflation and compare them to prices of equivalent items sold on Amazon in 2019."
N58304,foodanddrink,tipsandtricks,27 bad eating habits you need to stop right now,These are the habits you need to break   along with some handy eating hacks to make mealtimes healthier and easier.
N37026,news,newspolitics,White House Says House Vote Continues 'Sham': Impeachment Update,The House plans to take its first vote to support the impeachment inquiry of President Donald Trump on Thursday as Democrats seek to nullify Republicans' argument that the process is illegitimate.
N48701,tv,tvnews,'A chunk of my heart is broken': Beloved bus driver dies while driving students home from school,"A longtime Davie County Schools bus driver died while she was transporting high school students home from classes Thursday afternoon. School district officials said the bus driver, Coleen Gaither, suffered a medical emergency moments before her death. Gaither was transporting Davie County High School students when the incident happened at 3:35 p.m. on Farmington Road. District officials said the bus was able to stop safely and no students were..."
N33764,weather,weathertopstories,Tick fire explodes overnight; 6 homes destroyed as battle intensifies,"Fanned by strong Santa Ana winds, the Tick fire continued its destructive path through Santa Clarita early Friday, jumping the 14 Freeway and sending residents fleeing from neighborhoods as it consumed dry grass, brush and set homes ablaze."
N6058,news,newsscienceandtechnology,Verizon adds 5G coverage to three basketball and hockey arenas,"You don't have to watch football if you want 5G coverage from Verizon (Engadget's parent company) while you're attending live sports. The carrier has switched on 5G coverage at three major basketball and hockey arenas, including San Francisco's Chase Center (home of the Golden State Warriors), Denver's Pepsi Center (Colorado Avalanche/Denver Nuggets) and Phoenix's Talking Stick Resort Arena (Phoenix Suns). Madison Square Garden is also on deck,..."
N50652,sports,football_nfl,"Report: When Ramsey didn't play in Week 6, Khan gave green light for trade",
N50985,sports,tennis,"With Linz Open semis win, Coco Gauff becomes youngest WTA finalist in 15 years","Coco Gauff won the Linz Open semifinals, becoming the youngest woman since Nicole Vaidisova in 2004 to be a WTA finalist."
N54726,travel,travelnews,Yellowstone tourist injured after falling into hot spring,A tourist suffered severe burns after falling into a hot spring near Old Faithful on Sunday in Yellowstone National Park.
